text,labels
"although finances is her first love, creating warm and inviting spaces brings her much pleasure. it’s a great way to spend quality time with her husband, family and friends.",0
joel has established long term relationships with his clients and acts as trustee for several. he is a member of the massachusetts society of certified public accounting. he understands and believes the need to give back to the community. he is active in the community and sits on several non-profit organization boards. contact:,1
"most recently, mr. king served as the managing partner at the san francisco office of ernst & young llp from 1998 to 2002. currently, mr. king is a member of the board of directors, chairman of the audit committee, and member of the governance and nominating committee at rackable systems (nasdaq: “rack”); member of the board of directors, chairman of the audit committee, and member of the executive compensation committee at sjw corp. (nyse: “sjw”); and a member of the board of directors, chairman of the audit committee, and a member of the governance committee at fuel systems solutions (nasdaq: “fsys”).",1
"he is a cum laude graduate of the university of louisiana — lafayette holding a bachelor’s degree of science in marketing with a concentration in chemistry. he represented the college of business for the ull alumni award. in 1983 he completed additional coursework in accounting at louisiana state university — baton rouge. he obtained his cpa designation in january, 1985. thomas has over 30 years of experience managing and advising small business owners.",1
his email address is syed.bakhtiyarkazmi@gmail.com and he tweets @leaccountant. the views expressed in this article are the author’s own and do not necessarily reflect global village space’s editorial policy.,1
"joshua is a member of the california society of cpa’s technology committee and holds a bachelors degree from the university of arizona eller college of management in accounting & entrepreneurship. joshua is the treasurer of the guardians young men’s division and was a jeremiah fellow in 2009-2010. joshua is married to jaclyn fromer cohen, a 5th year rabbinic student at huc-jir.",1
"in her role, she prepares all the accounting work including accounts payable, assists with treasury management and cash management processes. on the financing side, she assists with loan draws and the development of loan request for proposals. currently, her portfolio is heavily focused on cooper fitness at craig ranch.",0
"before joining angel trains in 2008, he was an independent consultant working with various ftse 100 & 250 companies, including ws atkins, boc, barclays and old mutual. previously, alan was the regional chief financial officer of danske bank and also worked for barclays de zoete wedd (bzw), henderson administration and ernst & young. alan was appointed cfo in may 2012.",1
"jeff has an extensive background in the healthcare field, including over ten years of experience reviewing and auditing medicare and medicaid cost reports. additionally, jeff has worked directly with healthcare service providers to prepare, review, and develop processes and procedures related to medicare and medicaid cost reporting. he has also served as treasurer, secretary, and vice president in charge of programs for the kansas city healthcare financial management association (hfma) chapter. jeff was honored with the president's award from the hfma for 2012. jeff has undergraduate and graduate accounting degrees from the university of nebraska-lincoln and university of nebraska-omaha, respectively.",1
she recently started working on her first novel based on true events that happened to people in her life. she's found running to be a tool for clear thinking and for reducing stress.,0
he founded the business breakthrough academy and the thoughtrapreneur academy and has worked as a director and adviser on several boards of directors.,1
she began writing online professionally in 2010. she holds an associate degree from orange county community college in new york and is working on her bachelor's degree with an expected graduation date in 2011.,0
"he is knowledgeable, accurate, keeps his commitments, follows up in a very timely manner and prices are truly reasonable - overall, a far better experience than a tax chain. very personalized service. highly recommend joe!",1
"he has selflessly been a member of afrosolo's advisory board, been an active member of san francisco historical society and is presently the board chair of the church for the fellowship for all people, the first integrated church west of themississippi. continuing the legacy of dr. howard thurman, caston works hard on building a beloved community.",1
"belinda studied at the university of natal, pietermaritzburg where she obtained her bcom and bcom (hons) degrees. she served articles at kpmg where she was an audit manager before joining the inr in 1999 as financial manager. in march 2008 she was appointed to the inr’s board of directors as financial director.",0
"his formal education includes a masters of business administration (mba) and a masters of business taxation (mbt). he maintains more than the minimum required hours of continuing education as required by the state board of accountancy for each license renewal period because he knows that to be able to provide proper advice to clients in different areas (tax, accounting and business management) requires a vast amount of knowledge that cannot be obtained by meeting the bare minimum requirements.",1
"her work has appeared in ""smith magazine"" and guidestar's newsletter. additionally, she provides financial services and support to artists and arts organizations through her consulting firm. she holds a master of accounting, a bachelor of science in accounting and a bachelor of science in economics from the university of missouri.",0
"she has held key financial and business development roles in a variety of businesses both in new york and new zealand. as an independent director, sarah has 19+ years of experience. sarah is a member of the institute of chartered accountants and is a chartered fellow of the institute of directors.",0
"he enrolled in a chartered accounting firm for professional training. immediately after his studies, shiraz joined thomson mclintock & co which later renamed to kpmg, to start his career path as an accountant. the passion that drives him today was acquired during his short stint as an employee. he was keen to ensure that the financial books of his customers were accurate. shiraz boghani learned a lot and gained a vast wealth of experience that has had a significant impact on his business acumen.",1
"as an accountant, mr. mcfarlane is knowledgeable about general ledger accounting procedures and ensures that all accounting information is recorded correctly. prior to arriving at bym agency, mr. mcfarlane spent 20 years as an accountant in the not-for-profit and healthcare industries. in his free time, he can be found either cycling or working on various projects around his home.",1
"he joined the afgri limited group in 1980 and held a number of positions, including financial director of the group from 1995 up to his retirement in 2008.",1
"while life seems at first normal for jim and his soon-to-be wife mary, a mysterious string of events seem to affect their lives after they receive a strange wedding gift in the mail.",1
"he had previous employment with price waterhouse cpa and as a partner in dugas, brown and armstrong cpas joining kohl and company cpas in 1987. jim works mainly in the area of taxation for personal and business clients. he also deals with financial statement preparation for compilation and review engagements.",1
"he holds a certified financial forensics (cff) credential from the american institute of certified public accountants, a forensic accounting certificate university of north carolina at charlotte and diplomat of the american board of forensic accounting (dabfa) from the american college of forensic examiners. andrew is also an associate professor of accounting at saint peters college in jersey city, nj. prior to founding pogogeff & company, he started his career at kpmg llp (previously hurdman, cranston, penny & company) as a senior auditor where he gained valuable experience dealing with clients in such industries such as: banking, publishing, educational institutions and goverment agencies.",1
"he completed his articles with ernst & young, with a primary focus on the manufacturing, retail, media and public sector. he is currently employed as a group internal auditor at first rand limited focusing on investment banking division and global markets. he previously held the role of financial accountant at rand merchant bank (rmb) global markets division consolidation team, and that of a lecturer at midrand graduate institute. phumzo is also currently pursuing his cfa charter, with the cfa institute.",1
he is an insolvency professional registered with the insolvency and bankruptcy board of india. he is also taken a master in business finance certification from the institute of chartered accountants of india.,1
"he has been responsible for many facets of finance and business administration including financial control and reporting, debt & capital raising, treasury management, insurance and risk management, tax planning, execution of corporate acquisitions and divestments including business valuations for m&a activities, and joint venture farm in/out transactions. mr bird had exposure in australia, new zealand, united states, europe, and south east asia and has strong experience in the management of listed corporations including corporate governance practices. he has held previous senior financial roles with pttep and asx-listed companies new standard energy and arc energy.",1
"he is currently working as chief financial officer of acwa power, a lead developer, owner and operator of independent water & power projects. before joining acwa power he has worked with aqualyng as as director project finance & with aes corporation as cfo for the middle east region.",1
"as a pig farmer in tasmania, she also has a first-hand understanding of what is takes to run a successful farming business. since becoming australia’s first certified figured adviser in 2015, lynette is now helping her farming clients at fjb accounting solutions reclaim valuable time while gaining greater clarity around their finances thanks to online tools figured and xero.",0
his 40 years of experience taught him one key fact about running a business: any business can be managed with far less effort if the owner tracks his 7 key numbers.,1
"she inherited her artistic skills from her mother, and was bitten by the art bug when she was just four years old. she has been drawing ever since. born in india, souganthika relocated with her family to the u.a.e. when she was eight years old. she enjoys painting landscapes but is planning to soon try her hand at abstract and figure painting. she hopes to keep ameliorating her artistic skills in the years to come.",0
"she obtained her first degree in agricultural economics from the then university of ife, ile ife in 1982. she started her career in 1984 as a senior audit assistant with c.s ola & co.",0
he is professor of ist at indiana university. curt is president of courseshare; see http://mypage.iu.edu/~cjbonk/). he can be contacted at cjbonk@indiana.edu.,1
"with his accounting background, james is well-equipped to manage costs and retain the quality and great service that georgia roof advisors is known for. naomi, james’s wife, has an mba and specializes in marketing. together, the gassons are growing and building the company brand further. they have two young children, savannah and thomas.",1
"prior to joining mahindra asset management company, he was associated with taurus asset management company limited as ‘head – fixed income’. he has also worked with sundaram asset management company limited as ‘fund manager – fixed income’. in these roles, he was responsible for managing and overseeing the fixed income portfolios.",1
she has her bachelors of science in accounting from the university of south florida. ms. johnson has over 13 years of experience in accounting and has provided expert witness testimony at trial and deposition. she is experienced in many areas of forensic accounting including family law and other litigation. sonya is a member of the american institute of certified public accountants and the florida institute of certified public accounts.,0
"she has worked with several charitable organizations reviewing their financial statements, and reviewing their business operations. nyasha moved to winnipeg from zimbabwe to attend the university of manitoba, from which she graduated with a bachelor commerce degree in accounting and international business. while being in winnipeg, she had the opportunity to volunteer with several charities. she is currently involved in the finance team, and the creative/marketing team of the church that she attends. nyasha also enjoys teaching the violin.",0
"since he retired from accounting practice in 2001 he has served on a variety of listed boards, both large and small, in mining, energy, insurance, property and publishing. he has participated in several professional committees on accounting standards, education and corporate law and consults on matters of corporate governance.",1
"he also has the mba and cgma designations and is a member of the american institute of public accountants. he loves music and literature, and writes poetry and essays and short stories. he is married to helen, has three children, angela, bradley and gregory, and is a penticostal christian.",1
"he has managed a portfolio of clients in various industries and not-for-profit organizations. darren has been extensively involved in training and development of staff accountants and co-op students. prior to entering the accounting field, darren studied and worked in the area of industrial engineering technology. in his spare time he enjoys coaching and playing hockey and spending time with his family. darren brings diverse non-profit experience to the board as he is the co-treasurer for garside bible church. previously he sat on bcf’s grants committee and was the treasurer of the north end breezes.",1
"she has been working in accounting roles at several international companies and community ict organisations after her graduation from vuw in wellington. queenie was treasurer for gww in 2015 and treasurer for gwnz 2016. she is also the treasurer at rsnz wellington branch trust since 2014. prior to living in nz, queenie has considerable experience in quality control for production from her career in radio electronics engineering and business operation experience in international business group travelling in china. apart from accounting, queenie is also interested in using her knowledge backgrounds researching on numerical physics for problem solving. she believes cross knowledge and cultures will be a chance for sparking of new knowledge.",0
he brings extensive financial expertise to the hospital's board that he acquired working for public accounting firms and banks throughout the greater pittsburgh region.,1
she is responsible for accounting and administrative duties for the texas manufacturing and distribution operation. she has a bachelor of business administration degree from stephen f. austin state university.,0
"mitesh holds certificate in valuation from the institute of chartered accountants of india (icai) and diploma in international financial reporting (dipifr) from acca, uk. he specializes in foreign exchange laws (fema) and corporate laws, inbound and outbound investment strategy, compounding proceedings, obtaining approvals of rbi and fipb under fema. mitesh has worked with deloitte india, for around 11 years in corporate laws and m&a advisory; and audit & assurance.",1
"his teaching area is financial accounting, ranging from the basics of financial accounting to international accounting. his dissertation on the pharmaceutical industry was awarded best paper by a new faculty by the american accounting association northeast region. he regularly publishes in scholarly and practitioner journals, and presents at regional and national conferences such as the ethics symposium of the american accounting association and the northeast business and economics association. fischer is a brooklyn native who has lived, traveled and worked around the world before coming to work at brooklyn college.",1
"he took early retirement from public practice in 2013 in order to concentrate entirely on voluntary trustee and governance work for charities and not-for-profits. previously he had been a partner, and head of audit, in the london office of a multinational accountancy firm. mike also holds a masters degree in voluntary sector management from cass business school (city, university of london).",1
"it had been the policy of the firm to provide a holiday bonus equal to two weeks’ salary to all employees. the firm’s new management team announced on november 15 that a bonus equal to only one week’s salary would be made available to employees this year. suzanne thought that this policy was unfair because she and her coworkers planned on the full two-week bonus. the two-week bonus had been given for 10 straight years, so it seemed as though the firm had breached an implied commitment. thus, suzanne decided that she would make up the lost bonus week by working an extra six hours of overtime per week over the next five weeks until the end of the year. deuel and soldner’s policy is to pay overtime at 150% of straight time.",0
"steve has worked with individuals and small businesses across the country. his skillset, personality, and business philosophy are a great fit for civcon.",1
"ms. rubin has worked as corporate controller for a number of public companies in the high-tech, biotech and oil and gas industries, and is a member of financial executives international.",0
"he was partner in altman blane & co of london until 2016. gary is involved in corporate work, with specific knowledge of the entertainment business, property dealing and investment, estate agents, freight forwarding, manufacturing and retail businesses.",1
"her duties include tracking research and development spending in the new product development division. over the course of the past six months, harriet notices ...compute the annual dollar changes and percent changes for each of the followingaccounts.roak company and clay company are similar firms that operate in the same industry. clay began operations in 2013 and roak in 2010. in 2015, both companies pay 7% interest on their debt to creditors. the following additional ...in 2013, randa merchandising, inc., sold its interest in a chain of wholesale outlets, taking the company completely out of the wholesaling business. the company still operates its retail outlets. a listing of the major ...selected comparative financial statement information of bluegrass corporation follows.required 1. compute each year’s current ratio. (round ratio amounts to one decimal.) 2. express the income statement data in ...",0
"subsequently he co-founded a consulting and contracting company which worked on offshore loading and related projects in 28 countries. in 1991 he created aminex plc in its present form and achieved a premium listing on the london exchange in 1995. aminex has operated wells in the usa, russia, pakistan and tanzania and participated in exploration activities in many parts of the world. he also serves as chairman of great western mining corporation plc.",1
"a trump-controlled developer made condominiums available in the trump tower in chicago, illinois. the chicago trump tower’s 92 stories enclosed 486 residential units and 339 hotel condominium units. in 2006, ms. goldberg signed contracts to purchase two hotel condominium units as investments. their prices were over $1.2 million and over $971,000, respectively. . . .",0
"having lived most of her life in spokane, she and her husband larry recently fulfilled a dream and moved to the sandpoint area in july 2017. with a married daughter in spokane, and a married son in seattle, they enjoy visiting with their two granddaughters and three step-grandchildren. they own a summer cabin on pend oreille river, enjoys outdoor activities, and are looking forward to more hiking around sandpoint with her family.",0
"spiritually, after studying everything from taoism and kabbalah to western medicine and psychotherapy, he attended and graduated from the barbara brennan school of healing, became a minister of the church of tzaddi, and is currently seven years into his training as a homeopath.",1
"she is a former partner of pricewaterhousecoopers, with considerable expertise and knowledge of specialist corporate financial and advisory services, financial institutions’ regulation and prudential supervision, and valuation related assessments.",0
"prior to joining parker simone he gained valuable experience in the mining, software and technology industries. monie’s interests in weightlifting and sports stretch beyond the gym; bringing that competitive edge and desire to always be improving, to his professional life.",1
"he has held cfo/controller positions for hedge funds, fund-of-funds and private equity firms. earlier in his career, he was an audit manager at ernst & young, and then moved on to hold senior level accounting positions at trian partners, balyasny asset management, terrapin partners, and argenis capital advisors. he holds a b.s. in accounting degree from the university of scranton and is a member of the american institute of certified public accountants.",1
"his wife, sarah, is a tax attorney. their jobs and incomes allowed them to get 100 percent financing and avoid paying mortgage insurance through a special home lending program from their bank for.",1
"he is experienced senior corporate executive, as well as iss certified in corporate governance. he has started and built a number of business enterprises and served as advisor to boards and top management in acquisition and divestiture programs, as well as the development of strategic plans. he has testified in a broad variety of business and real estate-related litigation, and has served as consultant and expert in arbitrated and mediated matters. he has worked with family-owned, middle-market and fortune 100 companies in planning and execution, crisis and insolvency management, feasibility analysis, debt restructuring and general management consulting, in addition to fraud investigations and consultation on litigated matters.",1
"he arrived in china in 2005 and has been living in zhuhai since may 2007. currently mark is a director and partner in a group of companies including manufacturing, 3rd party inspections, english tuition and training and bars & restaurants. mark loves zhuhai and helping out the local community, he is regularly the go to man for information requests for many of the expat community.",1
"his professional affiliations include the ohio society of certified public accountants and pkf international. rick is a longtime community volunteer and currently serves on the boards of bvu: the center for nonprofit excellence, greater akron chamber, welty family foundation, archbishop hoban high school, akron automobile club and akron general health system. he is also a graduate of leadership akron.mark allio ex officiomark allioimmediate past chair",1
"he worked in the banking and finance industry for over 10 years. stephen knows the importance of balancing work and family life. he makes sure he spends time with his family every day and likes to see the smile on their faces when he spends time with them. for stephen, the family is very important, and he ensures that he does the best to make his family happy.",1
"between 1987 and 2004 tony was finance director of taylor &amp; francis group plc. on a merger in may 2004 with informa plc, tony became group finance director of the enlarged group, a position he held until december 2007. from january 2008, tony worked on a number of projects with various private equity groups. between may 2009 and march 2011 he was chief finance officer and chief operating officer of critical information group plc. he was also a non-executive director of yougov plc from march 2005 to june 2009.",1
his executive career included serving as ceo of bass brewers and bass leisure division. he is also chairman of ftse 250 firm john menzies and small cap mcbride.,1
"ms. braxton received her bs in accounting from california state university east bay. ms. braxton’s firm has extensive experience in providing financial audits, tax preparation and consulting services to small businesses and non-profit organizations. in the past, she has been the treasurer for the center for family counseling and centerforce, inc. where she was also the chair of the fiscal management committee. she was the vice president of the board of directors for the now defunct bay area feminist federal credit union. braxton has developed and facilitated seminars focused on tax-related issues for community financial education.",0
"she focuses her practice on tax and business consulting, along with audit & attest services. as a former revenue agent with the internal revenue service, she has years of tax compliance experience. she has also held the positions of tax accountant for a nationally recognized financial services firm, controller of a mortgage company, and controller of a non-profit organization. in addition, shermanetta served as a board member of a faith-based federal credit union in south dekalb county, ga.",0
"through her travels to third world countries, she has become an advocate for charitable causes that benefit children in the community and abroad. in addition to her support to local charities and working as an animal advocate, she has spent time in india volunteering as an english educator and sponsors a children’s orphanage in her native peru.",0
"he enjoys sports, following financial news and accounting. he has several blogs that cover those topics and he updates them a lot! this is his blog for all the posts he makes everywhere else! check out his musings on everything from accounting to sports!",1
"a former marketing manager for johnson & johnson who has also trained at a chartered accountants’ and taught some of the accountants of today, she combines her knowledge of marketing with her knowledge of numbers to provide businesses with a unique insight into how they can grow. www.traceybird.co.uk home",0
"she is currently just finishing a coaching qualification at the university of cambridge and has been a coaching revolution mentee since april 2018. sarah and alisa talk about alisa’s background, her coaching and how […] the post alisa barcan. financial coach, mentee and good egg! appeared first on the coaching revolution.",0
"his current client base includes real estate investors ranging from individual landlords to commercial property owners, real estate brokerage firms, and real estate developers.",1
"before moving to florida in 1985, fane had his own accounting cpa practice in new jersey, specializing in providing tax advice to small and medium-sized businesses. he often obtained business clients by making unsolicited telephone calls to their executives and arranging meetings to explain his services and expertise. this direct, personal, uninvited solicitation was permitted under new jersey law.",1
"in july 2015 she launched bean ninjas - a highly successful, productised service style bookkeeping business which helps businesses keep their books up to date and meet their sales tax obligations - with co-founder ben, and the business model has grown from $0-$100k annual recurring revenue in 8 months.",0
"he is chief financial officer of treet group of companies. he has vast experience and exposure in strategic planning, industry analysis, financial/ economic analysis & project evaluation, treasury management, international trade and international trade finance. his expertise also lies in financial and non-financial reporting, tax management, stock/fixed income securities analysis & trading, financial restructuring (including debt/equity restructuring/balance sheet repositioning & capital restructuring); financial engineering and corporate affairs.",1
"she did her national youth service, nysc, in kaduna state in 1981/1982 and served her country at messrs. egunjobi suleiman & co. chartered accountants, as an audit trainee. continue reading who is ‘zainab ahmed’, the acting finance minister? at vanguard…",0
"he also served on the board and as audit committee chair of eurozinc mining corporation, until completion of its merger with lundin mining, and rio narcea gold mines, ltd., following the acquisition of a controlling interest in the company by lundin mining until the takeover of rio narcea was completed. dale obtained a b.comm from the university of british columbia in 1982 and spent more than 20 years with kpmg llp, chartered accountants and predecessor firms, the last 10 of which as an assurance partner.",1
"he is currently working with one of the world’s leading investment banking organisation, but has been preoccupied for over a decade, studying and researching about the vast history of india.",1
"her work experience includes public accounting, private industry and financial controllership experience. this includes managing the monthly close process, treasury functions, cash flow management, financial reporting, sox reporting, tax reporting and budgeting. ginger obtained her accounting degree from lipscomb university and her specialized experience includes 8 years as controller of a sec publicly traded company (biomimetic therapeutics, inc. nasdaq: bmti). she led the accounting function at bmti through the initial public offering (ipo) and secondary offering process. in addition, ginger also led the accounting team through several due diligence projects before bmti was sold to wright medical group in march 2013.",0
"getting vegucated since 2010, she’s been blogging her culinary adventures over at vegucatedinvancouver.blogspot.ca. she creates her own delicious recipes, reviews restaurants and products, tests cookbook recipes and offers some general fitness advice. connect with krystle on twitter and facebook.",0
"he has held positions as cfo, controller and vp finance. over the course of his career, john developed a strong focus and high level of expertise in the area of cash management-treasury, combining both his transactional and systems-based experience.",1
he currently serves as the country senior manager of ey seychelles and partner of acm & associates and chairman of the following: youth entrepreneurship board; association of seychelles accountants; seychelles business studies academy; beau vallon heat basketball club and the seychelles chamber of commerce & industry.,1
"mr. gilland was appointed to the board of directors and assumed the audit committee chair position in january 2015. mr. gilland has a bachelor of science and master’s in accounting from the university of missouri and is a nevada cpa. from 2008 – 2013 and 1972 - 2000 mr. gilland was a partner in the mcgladrey llp las vegas, nv and the des moines, ia office with clients in a variety of industries including construction, manufacturing, retail, legal, and advertisement. from 2000 – 2008 mr. gilland was president of taylor construction group, a large general contractor ($300 million in revenues) with offices in de moines and cedar rapids, ia, kansas city, denver and san diego. during mr. gilland’s time with taylor construction, he dealt with bankers and surety companies and was responsible for all of the businesses owned by taylor. he has been a director since january 2015.",1
"he is a san diego cpa, as well as an advanced quickbooks pro advisor and instructor. as a small business owner, he is dedicated to educating and informing other business owners on bookkeeping, accounting and tax matters.",1
"since joining the firm as a full time staff member in 2012, norton’s duties have included individual and business income tax preparation and working with quickbooks. she previously interned at the firm for three years while in college.",0
" graham has commercial and public policy advisory experience in australia, indonesia, and papua new guinea. graham was previously with kpmg where he was responsible for various practice areas including infrastructure / energy policy and access regulation.",1
"she previously worked with deloitte llp and qualified in 2005. in 2009, fiona joined crosstown songs as chief financial officer, overseeing all financial aspects of the company's disposal of assets to kkr and bertelsmann. fiona is a graduate of oxford university.",0
"a religious education instructor for the past 10 years, she and her family are members of st. charles borromeo parish in skillman, n.j. she looked at grace at the table, ending hunger in gods world by david beckmann and arthur simon (paulist, 219 pages, $10.95 paperback).",0
"speaking to hlongwa this week, the many layers to the larger-than-life character began to unfold. growing up in sea point maseru, hlongwa never envisaged a career in accounting despite having shown an aptitude for mathematics and numbers early in her schooling years.",0
"he served as a special adviser to michael mcdowell, during the 2002 – 2007 government. he lectures in finance at ucd, the imi, and chartered accountants ireland. he is also a frequent commentator on public affairs and is a regular columnist with the irish daily mail. follow cormac on twitter: @cormaclucey",1
"in 2013 he left the city after a career of 32 years working for pricewaterhousecoopers (pwc), where he was a senior partner. david is chairman of the board of governors, the princess helena college, near hitchin, and a trustee for kidney research uk. on retirement he took a masters degree in creative writing (the university of cambridge, 2014-16) and is currently studying for an ma in dramatic writing at central saint martins college, university of the arts, london.",1
"he earned his b.a. is social sciences from university of california, irvine and a master’s in accountancy from university of illinois, urbana-champaign. loren started his career in public accounting, and is proud to have been able to steer his career into the health services arena. he currently is vice president of finance for patientsafe solutions in san diego, ca. loren resides in carlsbad with his two teenage kids. he began serving on the board of survivor of torture, international 2017.",1
"she has over 25 years’ experience of working in both the private and public sector. she received her accountancy training with deloitte & touche and has previously worked with bank of ireland asset management and multis ltd, an sme based in galway city.",0
"as finance director she oversees the accounting, finance and tax functions of image engine, along with assisting in these functions for cinesite london and cinesite montreal.",0
she is currently an executive consultant for compass point consulting. she has recently completed a term as chief turnarround officer for the allentown school district. she holds a b.s from long island university.,0
"his practice is limited to compliance issues and representation before the irs. he has his m.s.m. degree in taxation from florida international university and is admitted to practice before the united states tax court. diamond also taught a course preparing eas and cpas to take the tax court admission exam for non-attorneys. reprinted from ea journal, courtesy of the national association of enrolled agents",1
"in this interview with kevin he discusses how he chose the 2 properties in his portfolio, what he plans to do with the properties and how he will go about developing his portfolio in the future. paul plans to renovate the first property he purchased and outlines [...]",1
"mr. cox has been a key member of the executive team for several successful start-up and turn around businesses. his experiences include helping restructure the accounting and finance department of qvl pharmacy ; raising additional funding to rebuild the sales, marketing and it departments; performed as chief financial officer for alden resources llc shortly after it started in 2007 as a start-up $35m coal mining company.",1
"her aim is to provide professional bookkeeping services to local businesses at affordable rates. clare also specialises in computerised bookkeeping software, and can assist in the choice of software, installation, training and on-going support.",0
"previously chief financial officer of benfield group, john was a instrumental in the development of the business into the world’s leading independent reinsurance and insurance intermediary, as well as overseeing its listing on the london stock exchange in 2003 and its successful sale to aon corporation in 2008. prior to joining benfield in 1994, he was london senior partner of lloyd’s specialist auditor neville russell (now mazars). he joined the board of cooper gay (holdings) ltd as non-executive director in july 2009.",1
"shaz’s skill and prowess as one of the uk’s most successful business growth strategists means that his services are constantly in demand and highly prized. within excess of 2,750 business growth consultations to his name and real cash gains equaling tens of millions for his clients, he knows how to successfully grow a business.",1
he is an insolvency professional registered with the insolvency and bankruptcy board of india. he is also taken a master in business finance and a valuation certification from the institute of chartered accountants of india.,1
"he has over 12 years teaching experience on professional accounting related subjects. he is an adjunct lecturer of hku space and routinely conducts various lectures in the institute, including bachelor degree program. he has lectured the subject advanced audit and assurance in revision program course of cpa australia launched through hku space. he is also a technical consultant of a long established local cpa firm.",1
as the former managing director of alliance trust equity partners he was responsible for strategic development. previously he founded the uk venture investor albany ventures and prior to that was director of investment at british linen bank. raymond also serves as chairman of foresight plc and integrated environmental solutions ltd. raymond joined the board in june 2013 and was elected chairman in july 2017.,1
"acting on a whim, sid finds himself drawn into a world of intrigue that takes him to paris, the sahara desert, switzerland and finally into the islamic mosques of cleveland.",1
"he’s currently the cmo of cincinnati-based startup sqrl. craig’s also a bbq enthusiast, writer, and purveyor of delicious vintage cocktails. follow him on twitter @craignbaldwin",1
"he has worked at senior and director level with several large plcs and, in addition to his financial, general management and personnel skills, he has a well rounded appreciation of the techniques used by successful organisations to maximise efficiency, control resources, train and develop staff and identify the need for and management of change.",1
"she brings a wealth of experience in customer relationship management having previously worked as a manager in the hospitality industry. at ushindi bora, she is in charge of client recruitment drives and on-boarding. ultimately, she ensures customers’ satisfaction is prioritized throughout the company’s branch network.",0
"he began his career at pricewaterhousecoopers, where he worked in the area of audit and business assurance as a manager in the atlanta office. upon returning to albuquerque, he worked as a manager in a local accounting firm, specializing in taxation and business valuation.",1
"she was born in pali – marwar, rajasthan, india. creating mehandi designs was her hobby from childhood. she used to apply mehandi on herself and others with great interest and passion. in the year 2012-13 an urge of creativity emerged and was converted into mehandi designs to publish a book, so that it can be shared with the world. thus a hobby became a book. contact details : vinita kalyani c/o shri sagarmal kalyani bandar, kalibadi road (naharmal kalyani road) raiganj, uttar dinajpur, west bengal -733134, india. e-mail id: vinitajajoo@rediffmail.com",0
"sammy writes that when he went to unc asheville for accounting courses, he also took a commercial law class taught by tom lawton '79 who serves as the campus's general counsel. melissa himelein '81 is also a professor of psychology there.",1
"gretchen has audited a variety of different local and state municipal clients including cities, townships, counties, libraries, drain commissions, the michigan lottery, mshda, and the michigan higher education authority. she is also a board member for the mgfoa and sits on both the standards and professional development committees",0
"his areas of concentration include estate planning, corporate law, probate administration, as well as residential and commercial real estate and divorce law. upon graduation from college, john joined the national accounting firm of coopers & lybrand. that experience enabled him to obtain his c.p.a. credentials. later, while attending law school at night, he was employed by the bank of new england-west as an assistant vice president where he managed the bank’s internal audit department.",1
"tom received his bachelor of science and mba degrees with an emphasis in finance from the university of california, berkeley. he serves his local community as a member of the board of directors of the placer community foundation.",1
"this experience gives him the ability to analyze client’s needs from both a legal and financial perspective. wayne also has an llm in taxation from the university of florida law school. his areas of practice include corporate tax planning, estate and business planning, business succession planning, general corporate, limited liability companies and partnership law.",1
"she plans on pursuing her certified public accountant license in the near future. michelle enjoys relaxing, meeting new people, dining out and giving back to her community.",0
he provides straightforward and painless tax services. eckstein is trying to break the decades-old stereotypes and make a trip to the accountant a pleasant experience.,1
below ms. brand offers tax tips for individuals and businesses impacted by the recent hurricanes the president has declared that a major disaster exists in all 67 counties in the state of florida. following the recent disaster declaration for individual assistance issued by the federal […],0
"he is a retired associate professor of business from the university of mary hardin-baylor. bruce and his wife, tina, moved to salado in 1987. they have two married sons-bradley and wife sarah-bryce and wife jamie-and two grandkids - carmen (age 5) and brock (4 months). bruce is also a director and treasurer of the salado water supply corporation.",1
"he serves as a director on several mining companies, including canuc resources corporation, excellon resources inc., corona gold corporation, lexam explorations and valdez gold. he has previously served as a director of, amongst others, metco resources., which was purchased by breakwater resources ltd. in 2008 and hudbay minerals inc. from june 2003 to 2006.",1
"he is leading the overall functions of his accountancy firm, seid ali authorized accounting firm, febe associate (ethiopia). he has extensive experience of over twenty three years in the field of accounting and finance in wide range types of sectors such as banking, insurance, construction, consulting, import-export trading businesses, service giving companies, ngos, mining companies, floriculture and integrated management information system implementation. he is in charge of different activities including day to day record keeping, preparation of annual returns, administer payroll, tax advisory, compliance, and perform closure of companies.",1
"he has more than 8 years of working experience in various fields such as accounting, auditing, financial analysis and capital market. prior to joining nibl capital, he worked as chief operating officer (coo) and company secretary of siddhartha capital limited for 3 years. as a coo and company secretary, he was instrumental in the successful launch of its maiden mutual fund scheme and follow on scheme. he has led the financial information analysis and management and international affairs for sebon for four years which involved policy amendments and implementations. he has also been involved in teaching financial management, derivatives and accounting in various colleges along with participating in capital market programs organized in the usa, japan, malaysia, philippines, thailand, sri lanka, india and nepal.",1
