hard_text,profession,gender
"He has taught business management for many years in the vocational system, and has written five successful books covering all aspects of small business management.",accountant,Male
"Philando has almost 20 years of experience. Ms. Brown specializes in auditing, tax preparation, financial accounting, corporate tax, income tax, tax accounting, strategic planning, tax return and so much more.",accountant,Female
"He has an expert knowledge of the SAP FICO ERP System and a wide range of experience in both the private and public sectors. Gabe has worked in a variety of industries including Banking, Biotech, Consumer Products, and the Services industry. He spends all of his free time with his wife and three children.",accountant,Male
"He graduated with Bachelor of Accountancy Degree (First Class Honours) from Nanyang Business School, Singapore. He also received the KPMG Scholarship Award for his university studies.",accountant,Male
"He has held a number of senior finance and operational roles including Chief Operations Officer at Virgin Management, the management company for the Virgin Group. More recently, he was Chief Finance Officer in a team which founded a new healthcare business in the UAE and on his return to the UK became Finance & Operations Director of Alquity Investment Management.",accountant,Male
"For the bulk of her career she worked at 3i investing in both small and large businesses across Europe in all sectors. She then worked at Foresight Group, an environmental focussed investment business investing in renewables and solar energy. This was followed by a career break in Australia to allow her husband to do a surgical fellowship, and when they came back she worked for Frog Capital – a disruptive technology investor.",accountant,Female
"She recently left the corporate world to follow her passion to help others enjoy a financially stress-free business. While she is building her accounting firm, she speaks about the health benefits of a solid financial foundation.",accountant,Female
"He holds a National Diploma in Biotechnology from the Witwatersrand Technikon in South Africa, a BCom in accounting as well as financial accounting from the University of Witwatersrand in Johannesburg, South Africa.",accountant,Male
"Nicole has provided accounting and back office support to Upwelling since the firm’s inception. Previously, Ms. Kane served as a Senior Accountant at Boyer & Ritter, CPAs preparing business and individual tax returns in addition to performing audit and reviews for small to mid-size businesses. Ms. Kane received a BA in Business Administration with a concentration in accounting from Bloomsburg University.",accountant,Female
"She has held senior financial accounting positions with Kincare, Anglican Retirement Villages, Anglicare and has undertaken some contract work with HammondCare.",accountant,Female
"She quits her job that requires a lot of travelling and work from home since 2008. Started with affiliate marketing, she learns the trick of the trades fast.",accountant,Female
"Prior to his retirement in 2005 from Donald E. McLaughlin, CPA, P.C., Mr. McLaughlin was employed as a CPA for 35 years. As a CPA, Mr. McLaughlin worked on audits of corporations, both public and privately owned. Mr. McLaughlin has prepared financial statements and tax returns, analyzed financial statements and results of operations and advised clients on methods to better improve performance. He has also been employed as a controller at a company with annual sales of $40 million.",accountant,Male
"In her off time, she is an avid machine knitter and doing all she can to spread machine knitting joy. Diana has been machine knitting for approximately 36 years. She owned a yarn shop in Southern California from 1979 to 1987 and was a Toyota and Brother dealer. When she moved to Austin, she got involved with the Austin Machine Knitting Club – Knit Natters. Many knitters were interested in having Diana teach them, but with her busy schedule she wasn’t able to devote a lot of time to teaching so she started making short videos on YouTube for her knitting friends. That mushroomed and blossomed into a passion. She is a born teacher. Her videos are very instructional and it’s apparent that she loves machine knitting.",accountant,Female
He studied accounting at St. Johns University in New York and earned a Bachelor of Science Degree in Accounting. Demetri's professional accounting experience exceeds 25 years.,accountant,Male
Mo has over 5 years’ experience with the administration of Research Grants within City and also 4 years’ experience in various finance roles within the private sector which has increased her analytical and reporting skills greatly as it involves analysing data and reporting to meet the needs of different stakeholders.,accountant,Female
"Michael held audit positions with KPMG in its high-tech practice, where he served in management from 2000-2006. In 2007, Michael joined Right Now Technologies serving as its SEC Financial Reporting Director and Investor Relations Director. During his tenure at Right Now, Michael participated in many high level key financial transactions. In 2012, Michael entered the world of health-care, serving as Pegasus Emergency Group's CFO for two years until finalizing a merger and transition with Island Medical Management Group, where he served as President during the integration of the two companies. In January 2015, Mr. Johns assumed the Chief Executive Officer responsibilities for Bridger Orthopedic. He is committed to delivering high-quality musculoskeletal care and supporting the growth of the community.",accountant,Male
"He has recently moved back to the Rochester area after spending the last 3 years working in New York City at a large international accounting firm, and returned to DeMott & Smith P.C. where he began his career after graduating college.",accountant,Male
"Additionally she has acquired the following certifications; (CFF) Certified Financial Forensic, (CITP) Certified Information Technology Professional and (CFE) Certified Fraud Examiner. Her professional experience includes fraud investigation, prevention and assessment, data analytics, litigation support and federal and state taxation. She has provided data analysis and litigation support services in both business and divorce litigation, investigated business fraud and administered fraud risk assessments for clients. In 2014 the San Antonio Chapter of the Association of Certified Fraud Examiners, presented her with a Professional Speakers Award for her presentation on “Finding Hidden Assets in Divorce Cases”. Presently she serves as the chairwoman of the Communications Committee of the Business Valuation Forensic Litigation Support (BVFLS) section of the Texas Society of CPAs.",accountant,Female
"She is also a certified QuickBooks Proadvisor and can help with QuickBooks setup, troubleshooting, and support. Ann M Hartz, CPA Information Reviews From Around the Web Certifications…",accountant,Female
"He is an Associate member of the Institute of Chartered Accountants in England & Wales and a Member of the Malaysian Institute of Accountants. In his years of experience he has gained management and communication skills, having to deal with personnel, clients and government officials of various levels and categories. He has served as President of the Lions Club of a district, and held numerous other positions in other non-profitable organizations. He has also trained and motivated many entrepreneurs to be successful. His main areas of interest are Goal Setting, Leadership Training, Communication Skills, Success Attitudes and Team Building. He is also the author of 6 other best sellers -",accountant,Male
"Although finances is her first love, creating warm and inviting spaces brings her much pleasure. It’s a great way to spend quality time with her husband, family and friends.",accountant,Female
Joel has established long term relationships with his clients and acts as trustee for several. He is a member of the Massachusetts Society of Certified Public Accounting. He understands and believes the need to give back to the community. He is active in the community and sits on several non-profit organization boards. Contact:,accountant,Male
"Most recently, Mr. King served as the managing partner at the San Francisco office of Ernst & Young LLP from 1998 to 2002. Currently, Mr. King is a member of the Board of Directors, Chairman of the Audit Committee, and member of the Governance and Nominating Committee at Rackable Systems (NASDAQ: “RACK”); member of the Board of Directors, Chairman of the Audit Committee, and member of the Executive Compensation Committee at SJW Corp. (NYSE: “SJW”); and a member of the Board of Directors, Chairman of the Audit Committee, and a member of the Governance Committee at Fuel Systems Solutions (NASDAQ: “FSYS”).",accountant,Male
"He is a Cum Laude Graduate of the University of Louisiana — Lafayette holding a bachelor’s degree of Science in Marketing with a concentration in Chemistry. He represented the College of Business for the ULL Alumni Award. In 1983 he completed additional coursework in Accounting at Louisiana State University — Baton Rouge. He obtained his CPA designation in January, 1985. Thomas has over 30 years of experience managing and advising small business owners.",accountant,Male
His email address is syed.bakhtiyarkazmi@gmail.com and he tweets @leaccountant. The views expressed in this article are the author’s own and do not necessarily reflect Global Village Space’s editorial policy.,accountant,Male
"Joshua is a member of the California Society of CPA’s Technology Committee and holds a Bachelors Degree from the University of Arizona Eller College of Management in Accounting & Entrepreneurship. Joshua is the Treasurer of the Guardians Young Men’s Division and was a Jeremiah Fellow in 2009-2010. Joshua is married to Jaclyn Fromer Cohen, a 5th year Rabbinic Student at HUC-JIR.",accountant,Male
"In her role, she prepares all the accounting work including accounts payable, assists with treasury management and cash management processes. On the financing side, she assists with loan draws and the development of loan request for proposals. Currently, her portfolio is heavily focused on Cooper Fitness at Craig Ranch.",accountant,Female
"Before joining Angel Trains in 2008, he was an independent consultant working with various FTSE 100 & 250 companies, including WS Atkins, BOC, Barclays and Old Mutual. Previously, Alan was the regional Chief Financial Officer of Danske Bank and also worked for Barclays de Zoete Wedd (BZW), Henderson Administration and Ernst & Young. Alan was appointed CFO in May 2012.",accountant,Male
"Jeff has an extensive background in the healthcare field, including over ten years of experience reviewing and auditing Medicare and Medicaid cost reports. Additionally, Jeff has worked directly with healthcare service providers to prepare, review, and develop processes and procedures related to Medicare and Medicaid cost reporting. He has also served as treasurer, secretary, and vice president in charge of programs for the Kansas City Healthcare Financial Management Association (HFMA) chapter. Jeff was honored with the President's Award from the HFMA for 2012. Jeff has undergraduate and graduate accounting degrees from the University of Nebraska-Lincoln and University of Nebraska-Omaha, respectively.",accountant,Male
She recently started working on her first novel based on true events that happened to people in her life. She's found running to be a tool for clear thinking and for reducing stress.,accountant,Female
He founded the Business Breakthrough Academy and the Thoughtrapreneur Academy and has worked as a director and adviser on several boards of directors.,accountant,Male
She began writing online professionally in 2010. She holds an associate degree from Orange County Community College in New York and is working on her bachelor's degree with an expected graduation date in 2011.,accountant,Female
"He is knowledgeable, accurate, keeps his commitments, follows up in a very timely manner and prices are truly reasonable - Overall, a far better experience than a tax chain. Very personalized service. Highly recommend Joe!",accountant,Male
"He has selflessly been a member of AfroSolo's Advisory Board, been an active member of San Francisco Historical Society and is presently the Board Chair of the Church for the Fellowship for all People, the first integrated church west of theMississippi. Continuing the legacy of Dr. Howard Thurman, Caston works hard on building a Beloved Community.",accountant,Male
"Belinda studied at the University of Natal, Pietermaritzburg where she obtained her BCom and BCom (Hons) degrees. She served articles at KPMG where she was an Audit Manager before joining the INR in 1999 as Financial Manager. In March 2008 she was appointed to the INR’s Board of Directors as Financial Director.",accountant,Female
"His formal education includes a Masters of Business Administration (MBA) and a Masters of Business Taxation (MBT). He maintains more than the minimum required hours of continuing education as required by the State Board of Accountancy for each license renewal period because he knows that to be able to provide proper advice to clients in different areas (tax, accounting and business management) requires a vast amount of knowledge that cannot be obtained by meeting the bare minimum requirements.",accountant,Male
"Her work has appeared in ""SMITH Magazine"" and GuideStar's newsletter. Additionally, she provides financial services and support to artists and arts organizations through her consulting firm. She holds a Master of Accounting, a Bachelor of Science in accounting and a Bachelor of Science in economics from the University of Missouri.",accountant,Female
"She has held key financial and business development roles in a variety of businesses both in New York and New Zealand. As an independent director, Sarah has 19+ years of experience. Sarah is a member of the Institute of Chartered Accountants and is a Chartered Fellow of the Institute of Directors.",accountant,Female
"He enrolled in a chartered accounting firm for professional training. Immediately after his studies, Shiraz joined Thomson McLintock & Co which later renamed to KPMG, to start his career path as an accountant. The passion that drives him today was acquired during his short stint as an employee. He was keen to ensure that the financial books of his customers were accurate. Shiraz Boghani learned a lot and gained a vast wealth of experience that has had a significant impact on his business acumen.",accountant,Male
"As an accountant, Mr. McFarlane is knowledgeable about general ledger accounting procedures and ensures that all accounting information is recorded correctly. Prior to arriving at BYM Agency, Mr. McFarlane spent 20 years as an accountant in the not-for-profit and healthcare industries. In his free time, he can be found either cycling or working on various projects around his home.",accountant,Male
"He joined the Afgri Limited Group in 1980 and held a number of positions, including Financial Director of the Group from 1995 up to his retirement in 2008.",accountant,Male
"While life seems at first normal for Jim and his soon-to-be wife Mary, a mysterious string of events seem to affect their lives after they receive a strange wedding gift in the mail.",accountant,Male
"He had previous employment with Price Waterhouse CPA and as a partner in Dugas, Brown and Armstrong CPAs joining Kohl and Company CPAs in 1987. Jim works mainly in the area of taxation for personal and business clients. He also deals with financial statement preparation for compilation and review engagements.",accountant,Male
"He holds a Certified Financial Forensics (CFF) credential from the American Institute of Certified Public Accountants, a Forensic Accounting Certificate University of North Carolina at Charlotte and Diplomat of the American Board of Forensic Accounting (DABFA) from The American College of Forensic Examiners. Andrew is also an Associate Professor of Accounting at Saint Peters College in Jersey City, NJ. Prior to founding Pogogeff & Company, he started his career at KPMG LLP (previously Hurdman, Cranston, Penny & Company) as a senior auditor where he gained valuable experience dealing with clients in such industries such as: banking, publishing, educational institutions and goverment agencies.",accountant,Male
"He completed his articles with Ernst & Young, with a primary focus on the manufacturing, retail, media and public sector. He is currently employed as a Group Internal Auditor at First Rand Limited focusing on Investment Banking Division and Global Markets. He previously held the role of Financial Accountant at Rand Merchant Bank (RMB) Global Markets Division Consolidation Team, and that of a lecturer at Midrand Graduate Institute. Phumzo is also currently pursuing his CFA charter, with the CFA Institute.",accountant,Male
He is an Insolvency Professional registered with the Insolvency and Bankruptcy Board of India. He is also taken a Master in Business Finance certification from the Institute of Chartered Accountants of India.,accountant,Male
"He has been responsible for many facets of finance and business administration including financial control and reporting, debt & capital raising, treasury management, insurance and risk management, tax planning, execution of corporate acquisitions and divestments including business valuations for M&A activities, and joint venture farm in/out transactions. Mr Bird had exposure in Australia, New Zealand, United States, Europe, and South East Asia and has strong experience in the management of listed corporations including corporate governance practices. He has held previous senior financial roles with PTTEP and ASX-listed companies New Standard Energy and Arc Energy.",accountant,Male
"He is currently working as Chief Financial Officer of ACWA Power, a lead developer, owner and operator of independent water & power projects. Before joining ACWA Power he has worked with Aqualyng AS as Director Project Finance & with AES Corporation as CFO for the Middle East Region.",accountant,Male
"As a pig farmer in Tasmania, she also has a first-hand understanding of what is takes to run a successful farming business. Since becoming Australia’s first Certified Figured Adviser in 2015, Lynette is now helping her farming clients at FJB Accounting Solutions reclaim valuable time while gaining greater clarity around their finances thanks to online tools Figured and Xero.",accountant,Female
His 40 years of experience taught him one key fact about running a business: Any business can be managed with far less effort if the owner tracks his 7 Key Numbers.,accountant,Male
"She inherited her artistic skills from her mother, and was bitten by the art bug when she was just four years old. She has been drawing ever since. Born in India, Souganthika relocated with her family to the U.A.E. when she was eight years old. She enjoys painting landscapes but is planning to soon try her hand at abstract and figure painting. She hopes to keep ameliorating her artistic skills in the years to come.",accountant,Female
"She obtained her first degree in Agricultural Economics from the then University of Ife, Ile Ife in 1982. She started her career in 1984 as a Senior Audit Assistant with C.S Ola & Co.",accountant,Female
He is Professor of IST at Indiana University. Curt is President of CourseShare; see http://mypage.iu.edu/~cjbonk/). He can be contacted at cjbonk@indiana.edu.,accountant,Male
"With his accounting background, James is well-equipped to manage costs and retain the quality and great service that Georgia Roof Advisors is known for. Naomi, James’s wife, has an MBA and specializes in marketing. Together, the Gassons are growing and building the company brand further. They have two young children, Savannah and Thomas.",accountant,Male
"Prior to joining Mahindra Asset Management Company, he was associated with Taurus Asset Management Company Limited as ‘Head – Fixed Income’. He has also worked with Sundaram Asset Management Company Limited as ‘Fund Manager – Fixed Income’. In these roles, he was responsible for managing and overseeing the Fixed Income Portfolios.",accountant,Male
She has her Bachelors of Science in Accounting from the University of South Florida. Ms. Johnson has over 13 years of experience in accounting and has provided expert witness testimony at trial and deposition. She is experienced in many areas of forensic accounting including family law and other litigation. Sonya is a member of the American Institute of Certified Public Accountants and the Florida Institute of Certified Public Accounts.,accountant,Female
"She has worked with several charitable organizations reviewing their financial statements, and reviewing their business operations. Nyasha moved to Winnipeg from Zimbabwe to attend the University of Manitoba, from which she graduated with a Bachelor Commerce degree in accounting and international business. While being in Winnipeg, she had the opportunity to volunteer with several charities. She is currently involved in the finance team, and the creative/marketing team of the church that she attends. Nyasha also enjoys teaching the violin.",accountant,Female
"Since he retired from accounting practice in 2001 he has served on a variety of listed boards, both large and small, in mining, energy, insurance, property and publishing. He has participated in several professional committees on accounting standards, education and corporate law and consults on matters of corporate governance.",accountant,Male
"He also has the MBA and CGMA designations and is a member of the American Institute of Public Accountants. He loves music and literature, and writes poetry and essays and short stories. He is married to Helen, has three children, Angela, Bradley and Gregory, and is a Penticostal Christian.",accountant,Male
"He has managed a portfolio of clients in various industries and not-for-profit organizations. Darren has been extensively involved in training and development of staff accountants and co-op students. Prior to entering the accounting field, Darren studied and worked in the area of industrial engineering technology. In his spare time he enjoys coaching and playing hockey and spending time with his family. Darren brings diverse non-profit experience to the Board as he is the Co-Treasurer for Garside Bible Church. Previously he sat on BCF’s Grants Committee and was the treasurer of the North End Breezes.",accountant,Male
"She has been working in accounting roles at several international companies and community ICT organisations after her graduation from VUW in Wellington. Queenie was treasurer for GWW in 2015 and treasurer for GWNZ 2016. She is also the treasurer at RSNZ Wellington Branch Trust since 2014. Prior to living in NZ, Queenie has considerable experience in quality control for production from her career in Radio Electronics engineering and business operation experience in international business group travelling in China. Apart from accounting, Queenie is also interested in using her knowledge backgrounds researching on numerical physics for problem solving. She believes cross knowledge and cultures will be a chance for sparking of new knowledge.",accountant,Female
He brings extensive financial expertise to the Hospital's Board that he acquired working for public accounting firms and banks throughout the Greater Pittsburgh region.,accountant,Male
She is responsible for accounting and administrative duties for the Texas manufacturing and distribution operation. She has a Bachelor of Business Administration degree from Stephen F. Austin State University.,accountant,Female
"Mitesh holds Certificate in Valuation from the Institute of Chartered Accountants of India (ICAI) and Diploma in International Financial Reporting (DipIFR) from ACCA, UK. He specializes in Foreign Exchange Laws (FEMA) and Corporate Laws, inbound and outbound investment strategy, Compounding proceedings, obtaining approvals of RBI and FIPB under FEMA. Mitesh has worked with Deloitte India, for around 11 years in Corporate Laws and M&A advisory; and Audit & Assurance.",accountant,Male
"His teaching area is financial accounting, ranging from the basics of financial accounting to international accounting. His dissertation on the pharmaceutical industry was awarded Best Paper by a New Faculty by the American Accounting Association Northeast Region. He regularly publishes in scholarly and practitioner journals, and presents at regional and national conferences such as the Ethics Symposium of the American Accounting Association and the Northeast Business and Economics Association. Fischer is a Brooklyn native who has lived, traveled and worked around the world before coming to work at Brooklyn College.",accountant,Male
"He took early retirement from public practice in 2013 in order to concentrate entirely on voluntary trustee and governance work for charities and not-for-profits. Previously he had been a partner, and Head of Audit, in the London office of a multinational accountancy firm. Mike also holds a Masters degree in Voluntary Sector Management from Cass Business School (City, University of London).",accountant,Male
"It had been the policy of the firm to provide a holiday bonus equal to two weeks’ salary to all employees. The firm’s new management team announced on November 15 that a bonus equal to only one week’s salary would be made available to employees this year. Suzanne thought that this policy was unfair because she and her coworkers planned on the full two-week bonus. The two-week bonus had been given for 10 straight years, so it seemed as though the firm had breached an implied commitment. Thus, Suzanne decided that she would make up the lost bonus week by working an extra six hours of overtime per week over the next five weeks until the end of the year. Deuel and Soldner’s policy is to pay overtime at 150% of straight time.",accountant,Female
"Steve has worked with individuals and small businesses across the country. His skillset, personality, and business philosophy are a great fit for CIVCON.",accountant,Male
"Ms. Rubin has worked as Corporate Controller for a number of public companies in the high-tech, biotech and oil and gas industries, and is a member of Financial Executives International.",accountant,Female
"He was partner in Altman Blane & Co of London until 2016. Gary is involved in corporate work, with specific knowledge of the entertainment business, Property dealing and investment, Estate Agents, Freight Forwarding, Manufacturing and retail businesses.",accountant,Male
"Her duties include tracking research and development spending in the new product development division. Over the course of the past six months, Harriet notices ...Compute the annual dollar changes and percent changes for each of the followingaccounts.Roak Company and Clay Company are similar firms that operate in the same industry. Clay began operations in 2013 and Roak in 2010. In 2015, both companies pay 7% interest on their debt to creditors. The following additional ...In 2013, Randa Merchandising, Inc., sold its interest in a chain of wholesale outlets, taking the company completely out of the wholesaling business. The company still operates its retail outlets. A listing of the major ...Selected comparative financial statement information of Bluegrass Corporation follows.Required 1. Compute each year’s current ratio. (Round ratio amounts to one decimal.) 2. Express the income statement data in ...",accountant,Female
"Subsequently he co-founded a consulting and contracting company which worked on offshore loading and related projects in 28 countries. In 1991 he created Aminex PLC in its present form and achieved a premium listing on the London Exchange in 1995. Aminex has operated wells in the USA, Russia, Pakistan and Tanzania and participated in exploration activities in many parts of the world. He also serves as Chairman of Great Western Mining Corporation PLC.",accountant,Male
"A Trump-controlled developer made condominiums available in the Trump Tower in Chicago, Illinois. The Chicago Trump Tower’s 92 stories enclosed 486 residential units and 339 hotel condominium units. In 2006, Ms. Goldberg signed contracts to purchase two hotel condominium units as investments. Their prices were over $1.2 million and over $971,000, respectively. . . .",accountant,Female
"Having lived most of her life in Spokane, she and her husband Larry recently fulfilled a dream and moved to the Sandpoint area in July 2017. With a married daughter in Spokane, and a married son in Seattle, they enjoy visiting with their two granddaughters and three step-grandchildren. They own a summer cabin on Pend Oreille River, enjoys outdoor activities, and are looking forward to more hiking around Sandpoint with her family.",accountant,Female
"Spiritually, after studying everything from Taoism and Kabbalah to Western medicine and psychotherapy, he attended and graduated from the Barbara Brennan School of Healing, became a minister of the Church of Tzaddi, and is currently seven years into his training as a homeopath.",accountant,Male
"She is a former partner of PricewaterhouseCoopers, with considerable expertise and knowledge of specialist corporate financial and advisory services, financial institutions’ regulation and prudential supervision, and valuation related assessments.",accountant,Female
"Prior to joining parker simone he gained valuable experience in the mining, software and technology industries. Monie’s interests in weightlifting and sports stretch beyond the gym; bringing that competitive edge and desire to always be improving, to his professional life.",accountant,Male
"He has held CFO/Controller positions for hedge funds, fund-of-funds and private equity firms. Earlier in his career, he was an audit manager at Ernst & Young, and then moved on to hold senior level accounting positions at Trian Partners, Balyasny Asset Management, Terrapin Partners, and Argenis Capital Advisors. He holds a B.S. in Accounting degree from the University of Scranton and is a member of the American Institute of Certified Public Accountants.",accountant,Male
"His wife, Sarah, is a tax attorney. Their jobs and incomes allowed them to get 100 percent financing and avoid paying mortgage insurance through a special home lending program from their bank for.",accountant,Male
"He is experienced senior corporate executive, as well as ISS Certified in Corporate Governance. He has started and built a number of business enterprises and served as advisor to Boards and top management in acquisition and divestiture programs, as well as the development of strategic plans. He has testified in a broad variety of business and real estate-related litigation, and has served as consultant and expert in arbitrated and mediated matters. He has worked with family-owned, middle-market and Fortune 100 companies in planning and execution, crisis and insolvency management, feasibility analysis, debt restructuring and general management consulting, in addition to fraud investigations and consultation on litigated matters.",accountant,Male
"He arrived in China in 2005 and has been living in Zhuhai since May 2007. Currently Mark is a director and partner in a group of companies including Manufacturing, 3rd Party Inspections, English Tuition and Training and Bars & Restaurants. Mark loves Zhuhai and helping out the local community, he is regularly the go to man for information requests for many of the expat community.",accountant,Male
"His professional affiliations include the Ohio Society of Certified Public Accountants and PKF International. Rick is a longtime community volunteer and currently serves on the boards of BVU: The Center for Nonprofit Excellence, Greater Akron Chamber, Welty Family Foundation, Archbishop Hoban High School, Akron Automobile Club and Akron General Health System. He is also a graduate of Leadership Akron.Mark Allio ex officioMark AllioImmediate Past Chair",accountant,Male
"He worked in the banking and finance industry for over 10 years. Stephen knows the importance of balancing work and family life. He makes sure he spends time with his family every day and likes to see the smile on their faces when he spends time with them. For Stephen, the family is very important, and he ensures that he does the best to make his family happy.",accountant,Male
"Between 1987 and 2004 Tony was Finance Director of Taylor &amp; Francis Group plc. On a merger in May 2004 with Informa plc, Tony became Group Finance Director of the enlarged Group, a position he held until December 2007. From January 2008, Tony worked on a number of projects with various private equity groups. Between May 2009 and March 2011 he was Chief Finance Officer and Chief Operating Officer of Critical Information Group plc. He was also a Non-Executive Director of YouGov plc from March 2005 to June 2009.",accountant,Male
His executive career included serving as CEO of Bass Brewers and Bass leisure division. He is also chairman of FTSE 250 firm John Menzies and small cap McBride.,accountant,Male
"Ms. Braxton received her BS in Accounting from California State University East Bay. Ms. Braxton’s firm has extensive experience in providing financial audits, tax preparation and consulting services to small businesses and non-profit organizations. In the past, she has been the treasurer for the Center for Family Counseling and Centerforce, Inc. where she was also the Chair of the Fiscal Management Committee. She was the Vice President of the Board of Directors for the now defunct Bay Area Feminist Federal Credit Union. Braxton has developed and facilitated seminars focused on tax-related issues for community financial education.",accountant,Female
"She focuses her practice on tax and business consulting, along with audit & attest services. As a former Revenue Agent with the Internal Revenue Service, she has years of tax compliance experience. She has also held the positions of Tax Accountant for a nationally recognized financial services firm, Controller of a Mortgage Company, and Controller of a non-profit organization. In addition, Shermanetta served as a board member of a faith-based Federal Credit Union in South DeKalb County, GA.",accountant,Female
"Through her travels to third world countries, she has become an advocate for charitable causes that benefit children in the community and abroad. In addition to her support to local charities and working as an animal advocate, she has spent time in India volunteering as an English educator and sponsors a children’s orphanage in her native Peru.",accountant,Female
"He enjoys sports, following financial news and accounting. He has several blogs that cover those topics and he updates them a lot! This is his blog for all the posts he makes everywhere else! Check out his musings on everything from accounting to sports!",accountant,Male
"A former marketing manager for Johnson & Johnson who has also trained at a Chartered Accountants’ and taught some of the accountants of today, she combines her knowledge of marketing with her knowledge of numbers to provide businesses with a unique insight into how they can grow. www.traceybird.co.uk Home",accountant,Female
"She is currently just finishing a coaching qualification at the University of Cambridge and has been a Coaching Revolution mentee since April 2018. Sarah and Alisa talk about Alisa’s background, her coaching and how […] The post Alisa Barcan. Financial Coach, Mentee And Good Egg! appeared first on The Coaching Revolution.",accountant,Female
"His current client base includes real estate investors ranging from individual landlords to commercial property owners, real estate brokerage firms, and real estate developers.",accountant,Male
"Before moving to Florida in 1985, Fane had his own accounting CPA practice in New Jersey, specializing in providing tax advice to small and medium-sized businesses. He often obtained business clients by making unsolicited telephone calls to their executives and arranging meetings to explain his services and expertise. This direct, personal, uninvited solicitation was permitted under New Jersey law.",accountant,Male
"In July 2015 she launched Bean Ninjas - a highly successful, productised service style bookkeeping business which helps businesses keep their books up to date and meet their sales tax obligations - with co-founder Ben, and the business model has grown from $0-$100k annual recurring revenue in 8 months.",accountant,Female
"He is Chief Financial Officer of Treet Group of Companies. He has vast experience and exposure in strategic planning, industry analysis, financial/ economic analysis & project evaluation, treasury management, international trade and international trade finance. His expertise also lies in financial and non-financial reporting, tax management, stock/fixed income securities analysis & trading, financial restructuring (including debt/equity restructuring/balance sheet repositioning & capital restructuring); financial engineering and corporate affairs.",accountant,Male
"She did her National Youth Service, NYSC, in Kaduna State in 1981/1982 and served her country at Messrs. Egunjobi Suleiman & Co. Chartered Accountants, as an Audit Trainee. Continue reading Who is ‘Zainab Ahmed’, the acting Finance Minister? at Vanguard…",accountant,Female
"He also served on the Board and as Audit Committee Chair of EuroZinc Mining Corporation, until completion of its merger with Lundin Mining, and Rio Narcea Gold Mines, Ltd., following the acquisition of a controlling interest in the company by Lundin Mining until the takeover of Rio Narcea was completed. Dale obtained a B.Comm from the University of British Columbia in 1982 and spent more than 20 years with KPMG LLP, Chartered Accountants and predecessor firms, the last 10 of which as an assurance partner.",accountant,Male
"He is currently working with one of the world’s leading Investment Banking organisation, but has been preoccupied for over a decade, studying and researching about the vast History of India.",accountant,Male
"Her work experience includes public accounting, private industry and financial controllership experience. This includes managing the monthly close process, treasury functions, cash flow management, financial reporting, SOX reporting, tax reporting and budgeting. Ginger obtained her accounting degree from Lipscomb University and her specialized experience includes 8 years as Controller of a SEC publicly traded company (BioMimetic Therapeutics, Inc. NASDAQ: BMTI). She led the accounting function at BMTI through the Initial Public Offering (IPO) and secondary offering process. In addition, Ginger also led the accounting team through several due diligence projects before BMTI was sold to Wright Medical Group in March 2013.",accountant,Female
"Getting vegucated since 2010, she’s been blogging her culinary adventures over at vegucatedinvancouver.blogspot.ca. She creates her own delicious recipes, reviews restaurants and products, tests cookbook recipes and offers some general fitness advice. Connect with Krystle on Twitter and Facebook.",accountant,Female
"He has held positions as CFO, Controller and VP Finance. Over the course of his career, John developed a strong focus and high level of expertise in the area of cash management-treasury, combining both his transactional and systems-based experience.",accountant,Male
He currently serves as the Country Senior Manager of EY Seychelles and Partner of ACM & Associates and Chairman of the following: Youth Entrepreneurship Board; Association of Seychelles Accountants; Seychelles Business Studies Academy; Beau Vallon Heat Basketball Club and the Seychelles Chamber of Commerce & Industry.,accountant,Male
"Mr. Gilland was appointed to the Board of Directors and assumed the Audit Committee Chair position in January 2015. Mr. Gilland has a Bachelor of Science and Master’s in Accounting from the University of Missouri and is a Nevada CPA. From 2008 – 2013 and 1972 - 2000 Mr. Gilland was a partner in the McGladrey LLP Las Vegas, NV and the Des Moines, IA office with clients in a variety of industries including construction, manufacturing, retail, legal, and advertisement. From 2000 – 2008 Mr. Gilland was President of Taylor Construction Group, a large general contractor ($300 million in revenues) with offices in De Moines and Cedar Rapids, IA, Kansas City, Denver and San Diego. During Mr. Gilland’s time with Taylor Construction, he dealt with Bankers and Surety companies and was responsible for all of the businesses owned by Taylor. He has been a director since January 2015.",accountant,Male
"He is a San Diego CPA, as well as an advanced QuickBooks Pro Advisor and Instructor. As a small business owner, he is dedicated to educating and informing other business owners on bookkeeping, accounting and tax matters.",accountant,Male
"Since joining the firm as a full time staff member in 2012, Norton’s duties have included individual and business income tax preparation and working with QuickBooks. She previously interned at the firm for three years while in college.",accountant,Female
" Graham has commercial and public policy advisory experience in Australia, Indonesia, and Papua New Guinea. Graham was previously with KPMG where he was responsible for various practice areas including infrastructure / energy policy and access regulation.",accountant,Male
"She previously worked with Deloitte LLP and qualified in 2005. In 2009, Fiona joined Crosstown Songs as Chief Financial Officer, overseeing all financial aspects of the company's disposal of assets to KKR and Bertelsmann. Fiona is a graduate of Oxford University.",accountant,Female
"A religious education instructor for the past 10 years, she and her family are members of St. Charles Borromeo Parish in Skillman, N.J. She looked at Grace at the Table, Ending Hunger in Gods World by David Beckmann and Arthur Simon (Paulist, 219 pages, $10.95 paperback).",accountant,Female
